Hidden Layers,Batch Size,Learning Rate,Epochs,Last Train Loss,Last Validation Loss,Last Train Accuracy,Last Validation Accuracy
15,64,0.13,1500,0.1578511383707114,0.17321077394476517,0.74,0.725
20,16,0.01,500,0.15561970680608794,0.16814118456060906,0.74,0.745
20,16,0.01,1000,0.15521659866258303,0.1671719868716313,0.74,0.74
20,16,0.01,1500,0.1550102361763097,0.1673896070669472,0.745,0.74
20,16,0.1,500,0.15701305860338602,0.1713729300457036,0.745,0.735
20,16,0.1,1000,0.15656844988085744,0.1678464531243648,0.74,0.735
20,16,0.1,1500,0.15695359798592007,0.16867890576727754,0.74,0.735
20,16,0.13,500,0.1579328353946425,0.17321023792922724,0.74,0.725
20,16,0.13,1000,0.15686866383819958,0.16824335098303073,0.74,0.735
20,16,0.13,1500,0.1574641361406266,0.1691245760353429,0.74,0.725
20,64,0.01,500,0.15701029075372333,0.16932234014036066,0.745,0.74
20,64,0.01,1000,0.15609215331880258,0.16922589361019827,0.745,0.735
20,64,0.01,1500,0.15581259220828828,0.16942484905967284,0.745,0.735
20,64,0.1,500,0.15738784204878495,0.17338664841639456,0.735,0.715
20,64,0.1,1000,0.15667252474655624,0.16756570939685222,0.745,0.725
20,64,0.1,1500,0.15690244249987714,0.1697763773641453,0.74,0.735
20,64,0.13,500,0.1583570461578855,0.17515216944189718,0.735,0.72
20,64,0.13,1000,0.15701728087628503,0.16783176709460668,0.745,0.725
20,64,0.13,1500,0.15737825256820825,0.17019388339240682,0.74,0.735
25,16,0.01,500,0.1554305365035275,0.16798510367512698,0.74,0.745
25,16,0.01,1000,0.15506493331959617,0.16709990834479158,0.74,0.74
25,16,0.01,1500,0.15489132795698002,0.16731663495695556,0.745,0.74
25,16,0.1,500,0.15649854048773634,0.17029019428558528,0.74,0.74
25,16,0.1,1000,0.15631702628555952,0.1675468871620172,0.74,0.735
25,16,0.1,1500,0.15659803956273183,0.168422210943482,0.74,0.735
25,16,0.13,500,0.1571836325964843,0.17178070829615102,0.75,0.735
25,16,0.13,1000,0.156581529293676,0.1678882107882805,0.74,0.735
25,16,0.13,1500,0.15706393148555858,0.16882817377032133,0.74,0.73
25,64,0.01,500,0.1566671468684062,0.16902452392014722,0.745,0.74
25,64,0.01,1000,0.15587575603974566,0.16905247592164685,0.745,0.735
25,64,0.01,1500,0.15563875382842518,0.16927386491547708,0.745,0.735
25,64,0.1,500,0.15678574000239226,0.17221076611630132,0.74,0.72
25,64,0.1,1000,0.1563962202334532,0.16735749040229808,0.745,0.725
25,64,0.1,1500,0.15659059748747603,0.16954025211717752,0.745,0.74
25,64,0.13,500,0.15753662382947456,0.173706008823528,0.735,0.715
25,64,0.13,1000,0.15671456055952812,0.16759022305618523,0.745,0.725
25,64,0.13,1500,0.15702790050175555,0.16993192286202344,0.74,0.735
30,16,0.01,500,0.15530075008453462,0.16787611963095914,0.74,0.745
30,16,0.01,1000,0.15496831505239722,0.16705588347423064,0.74,0.74
30,16,0.01,1500,0.15481103721750727,0.16726849616656453,0.745,0.74
30,16,0.1,500,0.15618018316576637,0.16959318053780004,0.74,0.745
30,16,0.1,1000,0.15612864159398787,0.1673399782192832,0.74,0.735
30,16,0.1,1500,0.156339101698199,0.16824400817555524,0.745,0.735
30,16,0.13,500,0.15671974169059846,0.17084165629994935,0.745,0.735
30,16,0.13,1000,0.1563701278444313,0.16763798928699175,0.74,0.735
